번호,파일명,단순분류,정상확률,포트홀확률,신뢰도,CP예측집합,CP클래스,CP클래스번호,이미지경로
11,frame_0010.png,포트홀,0.3787,0.6213,0.6213,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0010.png
12,frame_0011.png,포트홀,0.3795,0.6205,0.6205,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0011.png
13,frame_0012.png,포트홀,0.3946,0.6054,0.6054,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0012.png
14,frame_0013.png,포트홀,0.4223,0.5777,0.5777,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0013.png
15,frame_0014.png,포트홀,0.4579,0.5421,0.5421,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0014.png
16,frame_0015.png,포트홀,0.4529,0.5471,0.5471,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0015.png
17,frame_0016.png,포트홀,0.4456,0.5544,0.5544,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0016.png
18,frame_0017.png,포트홀,0.4747,0.5253,0.5253,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0017.png
19,frame_0018.png,포트홀,0.4540,0.5460,0.5460,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0018.png
20,frame_0019.png,포트홀,0.4435,0.5565,0.5565,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0019.png
21,frame_0020.png,포트홀,0.4565,0.5435,0.5435,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0020.png
22,frame_0021.png,포트홀,0.4380,0.5620,0.5620,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0021.png
23,frame_0022.png,포트홀,0.4273,0.5727,0.5727,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0022.png
24,frame_0023.png,포트홀,0.4338,0.5662,0.5662,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0023.png
25,frame_0024.png,포트홀,0.4328,0.5672,0.5672,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0024.png
26,frame_0025.png,포트홀,0.4616,0.5384,0.5384,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0025.png
27,frame_0026.png,포트홀,0.4746,0.5254,0.5254,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0026.png
28,frame_0027.png,포트홀,0.4770,0.5230,0.5230,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0027.png
29,frame_0028.png,포트홀,0.4357,0.5643,0.5643,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0028.png
30,frame_0029.png,포트홀,0.4248,0.5752,0.5752,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0029.png
31,frame_0030.png,포트홀,0.4092,0.5908,0.5908,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0030.png
32,frame_0031.png,포트홀,0.4064,0.5936,0.5936,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0031.png
33,frame_0032.png,포트홀,0.3900,0.6100,0.6100,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0032.png
34,frame_0033.png,포트홀,0.4241,0.5759,0.5759,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0033.png
35,frame_0034.png,포트홀,0.4084,0.5916,0.5916,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0034.png
36,frame_0035.png,포트홀,0.4330,0.5670,0.5670,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0035.png
37,frame_0036.png,포트홀,0.4007,0.5993,0.5993,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0036.png
38,frame_0037.png,포트홀,0.4236,0.5764,0.5764,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0037.png
39,frame_0038.png,포트홀,0.3989,0.6011,0.6011,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0038.png
40,frame_0039.png,포트홀,0.3779,0.6221,0.6221,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0039.png
41,frame_0040.png,포트홀,0.4171,0.5829,0.5829,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0040.png
42,frame_0041.png,포트홀,0.4519,0.5481,0.5481,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0041.png
43,frame_0042.png,포트홀,0.4185,0.5815,0.5815,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0042.png
44,frame_0043.png,포트홀,0.3769,0.6231,0.6231,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0043.png
45,frame_0044.png,포트홀,0.3561,0.6439,0.6439,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0044.png
46,frame_0045.png,포트홀,0.3466,0.6534,0.6534,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0045.png
47,frame_0046.png,포트홀,0.3346,0.6654,0.6654,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0046.png
48,frame_0047.png,포트홀,0.3409,0.6591,0.6591,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0047.png
49,frame_0048.png,포트홀,0.3240,0.6760,0.6760,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0048.png
50,frame_0049.png,포트홀,0.3379,0.6621,0.6621,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0049.png
51,frame_0050.png,포트홀,0.3516,0.6484,0.6484,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0050.png
52,frame_0051.png,포트홀,0.3626,0.6374,0.6374,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0051.png
53,frame_0052.png,포트홀,0.3394,0.6606,0.6606,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0052.png
54,frame_0053.png,포트홀,0.3737,0.6263,0.6263,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0053.png
55,frame_0054.png,포트홀,0.4020,0.5980,0.5980,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0054.png
56,frame_0055.png,포트홀,0.3709,0.6291,0.6291,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0055.png
57,frame_0056.png,포트홀,0.3972,0.6028,0.6028,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0056.png
58,frame_0057.png,포트홀,0.4033,0.5967,0.5967,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0057.png
59,frame_0058.png,포트홀,0.3866,0.6134,0.6134,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0058.png
60,frame_0059.png,포트홀,0.3876,0.6124,0.6124,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0059.png
61,frame_0060.png,포트홀,0.3459,0.6541,0.6541,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0060.png
62,frame_0061.png,포트홀,0.3704,0.6296,0.6296,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0061.png
63,frame_0062.png,포트홀,0.3858,0.6142,0.6142,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0062.png
64,frame_0063.png,포트홀,0.4097,0.5903,0.5903,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0063.png
65,frame_0064.png,포트홀,0.3766,0.6234,0.6234,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0064.png
66,frame_0065.png,포트홀,0.3970,0.6030,0.6030,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0065.png
67,frame_0066.png,포트홀,0.4386,0.5614,0.5614,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0066.png
68,frame_0067.png,포트홀,0.4029,0.5971,0.5971,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0067.png
69,frame_0068.png,포트홀,0.4192,0.5808,0.5808,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0068.png
70,frame_0069.png,포트홀,0.3878,0.6122,0.6122,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0069.png
71,frame_0070.png,포트홀,0.3753,0.6247,0.6247,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0070.png
72,frame_0071.png,포트홀,0.3697,0.6303,0.6303,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0071.png
73,frame_0072.png,포트홀,0.4178,0.5822,0.5822,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0072.png
74,frame_0073.png,포트홀,0.3763,0.6237,0.6237,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0073.png
75,frame_0074.png,포트홀,0.3546,0.6454,0.6454,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0074.png
76,frame_0075.png,포트홀,0.3634,0.6366,0.6366,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0075.png
77,frame_0076.png,포트홀,0.3698,0.6302,0.6302,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0076.png
78,frame_0077.png,포트홀,0.3644,0.6356,0.6356,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0077.png
79,frame_0078.png,포트홀,0.3277,0.6723,0.6723,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0078.png
80,frame_0079.png,포트홀,0.3123,0.6877,0.6877,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0079.png
81,frame_0080.png,포트홀,0.3580,0.6420,0.6420,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0080.png
82,frame_0081.png,포트홀,0.3875,0.6125,0.6125,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0081.png
83,frame_0082.png,포트홀,0.3910,0.6090,0.6090,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0082.png
84,frame_0083.png,포트홀,0.4181,0.5819,0.5819,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0083.png
85,frame_0084.png,포트홀,0.4256,0.5744,0.5744,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0084.png
86,frame_0085.png,포트홀,0.3831,0.6169,0.6169,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0085.png
87,frame_0086.png,포트홀,0.3783,0.6217,0.6217,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0086.png
88,frame_0087.png,포트홀,0.4051,0.5949,0.5949,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0087.png
89,frame_0088.png,포트홀,0.4032,0.5968,0.5968,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0088.png
90,frame_0089.png,포트홀,0.3848,0.6152,0.6152,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0089.png
91,frame_0090.png,포트홀,0.4196,0.5804,0.5804,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0090.png
92,frame_0091.png,포트홀,0.4177,0.5823,0.5823,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0091.png
93,frame_0092.png,포트홀,0.3624,0.6376,0.6376,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0092.png
94,frame_0093.png,포트홀,0.3257,0.6743,0.6743,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0093.png
95,frame_0094.png,포트홀,0.3606,0.6394,0.6394,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0094.png
96,frame_0095.png,포트홀,0.3901,0.6099,0.6099,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0095.png
97,frame_0096.png,포트홀,0.3913,0.6087,0.6087,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0096.png
98,frame_0097.png,포트홀,0.3689,0.6311,0.6311,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0097.png
99,frame_0098.png,포트홀,0.3242,0.6758,0.6758,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0098.png
100,frame_0099.png,포트홀,0.3133,0.6867,0.6867,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0099.png
101,frame_0100.png,포트홀,0.3627,0.6373,0.6373,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0100.png
102,frame_0101.png,포트홀,0.3949,0.6051,0.6051,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0101.png
103,frame_0102.png,포트홀,0.3791,0.6209,0.6209,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0102.png
104,frame_0103.png,포트홀,0.3374,0.6626,0.6626,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0103.png
105,frame_0104.png,포트홀,0.3348,0.6652,0.6652,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0104.png
106,frame_0105.png,포트홀,0.3456,0.6544,0.6544,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0105.png
107,frame_0106.png,포트홀,0.3353,0.6647,0.6647,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0106.png
108,frame_0107.png,포트홀,0.3359,0.6641,0.6641,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0107.png
109,frame_0108.png,포트홀,0.3585,0.6415,0.6415,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0108.png
110,frame_0109.png,포트홀,0.3565,0.6435,0.6435,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0109.png
111,frame_0110.png,포트홀,0.3443,0.6557,0.6557,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0110.png
112,frame_0111.png,포트홀,0.3689,0.6311,0.6311,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0111.png
113,frame_0112.png,포트홀,0.3583,0.6417,0.6417,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0112.png
114,frame_0113.png,포트홀,0.3702,0.6298,0.6298,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0113.png
115,frame_0114.png,포트홀,0.3902,0.6098,0.6098,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0114.png
116,frame_0115.png,포트홀,0.3551,0.6449,0.6449,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0115.png
117,frame_0116.png,포트홀,0.3715,0.6285,0.6285,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0116.png
118,frame_0117.png,포트홀,0.3745,0.6255,0.6255,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0117.png
119,frame_0118.png,포트홀,0.4084,0.5916,0.5916,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0118.png
120,frame_0119.png,포트홀,0.3826,0.6174,0.6174,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0119.png
121,frame_0120.png,포트홀,0.3572,0.6428,0.6428,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0120.png
122,frame_0121.png,포트홀,0.3459,0.6541,0.6541,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0121.png
123,frame_0122.png,포트홀,0.3282,0.6718,0.6718,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0122.png
124,frame_0123.png,포트홀,0.3396,0.6604,0.6604,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0123.png
125,frame_0124.png,포트홀,0.3650,0.6350,0.6350,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0124.png
126,frame_0125.png,포트홀,0.3702,0.6298,0.6298,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0125.png
127,frame_0126.png,포트홀,0.3494,0.6506,0.6506,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0126.png
128,frame_0127.png,포트홀,0.3392,0.6608,0.6608,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0127.png
129,frame_0128.png,포트홀,0.3511,0.6489,0.6489,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0128.png
130,frame_0129.png,포트홀,0.3532,0.6468,0.6468,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0129.png
131,frame_0130.png,포트홀,0.3626,0.6374,0.6374,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0130.png
132,frame_0131.png,포트홀,0.3561,0.6439,0.6439,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0131.png
133,frame_0132.png,포트홀,0.3524,0.6476,0.6476,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0132.png
134,frame_0133.png,포트홀,0.3537,0.6463,0.6463,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0133.png
135,frame_0134.png,포트홀,0.3664,0.6336,0.6336,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0134.png
136,frame_0135.png,포트홀,0.3631,0.6369,0.6369,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0135.png
137,frame_0136.png,포트홀,0.3576,0.6424,0.6424,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0136.png
138,frame_0137.png,포트홀,0.3641,0.6359,0.6359,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0137.png
139,frame_0138.png,포트홀,0.3740,0.6260,0.6260,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0138.png
140,frame_0139.png,포트홀,0.4129,0.5871,0.5871,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0139.png
141,frame_0140.png,포트홀,0.4309,0.5691,0.5691,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0140.png
